rank,in_serious_skim_300,in_deep_read_225,in_hostile_prior_100,openalex_id,title,year,authors,venue,url_or_doi,cited_by_count,source_queries,tags,relevance_score,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,abstract_excerpt
989,no,no,no,https://openalex.org/W2982095652,Deep Drone Racing: From Simulation to Reality With Domain Randomization,2019,"Antonio Loquercio, Elia Kaufmann, René Ranftl, Alexey Dosovitskiy, Vladlen Koltun, Davide Scaramuzza",IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2019.2942989,266,long horizon robot navigation mapping memory,dynamic | planning | vision | learning,10.7765,Recognize places and recover localization despite visual appearance changes.,change handling or dynamic-object filtering; planner or policy over the represented map; visual place-recognition or appearance-invariant localization; learned representation or neural memory module.,map changes are observed at the place where they matter for the plan | learned memory modules implicitly discover when to forget spatial facts | change probability is a property of places rather than of unobserved interventions that could have reached them,route-level cost of stale-map errors | physical traversability behind appearance drift,unobserved reachable changes invalidate an old shortcut | planner repeatedly commits to stale bottlenecks | visual relocalization succeeds while the path itself has changed,generic dynamic-environment handling | learned memory/world-model framing,Tie memory distrust to unobserved physical opportunities for change and downstream route consequence.,"Dynamically changing environments, unreliable state estimation, and operation under severe resource constraints are fundamental challenges that limit the deployment of small autonomous drones. We address these challenges in the context of autonomous, vision-based drone racing in dynamic environments. A racing drone must traverse a track with possibly moving gates at high speed. We enable this functionality by combining the performance of a state-of-the-art planning and control system with the pe"
990,no,no,no,https://openalex.org/W3167629721,Expectations and Perceptions of Healthcare Professionals for Robot Deployment in Hospital Environments During the COVID-19 Pandemic,2021,"Sergio D. Sierra Marín, Daniel Gomez-Vargas, Nathalia Céspedes, Marcela Múnera, Flavio Robertí, Patricio Barría, et al.",Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2021.612746,65,long term autonomy mobile robot navigation changing environments,uncertainty,10.7695,Contribute to robot navigation or mapping around: Expectations and Perceptions of Healthcare Professionals for Robot Deployment in Hospital Environments During .,probabilistic belief or risk model.,the cost of being wrong is proportional to local reconstruction error | uncertainty is enough to decide when memory should be distrusted | the same trust policy is appropriate for exploratory detours and mission-critical route edges,hazard model connecting uncertainty to physical change,high entropy in harmless regions distracts from low-entropy dangerous stale edges,uncertainty-aware navigation baseline,"Model when uncertainty should grow from causal exposure, not just observation age or posterior variance.","Several challenges to guarantee medical care have been exposed during the current COVID-19 pandemic. Although the literature has shown some robotics applications to overcome the potential hazards and risks in hospital environments, the implementation of those developments is limited, and few studies measure the perception and the acceptance of clinicians. This work presents the design and implementation of several perception questionnaires to assess healthcare provider's level of acceptance and"
991,no,no,no,https://openalex.org/W4378192004,"Learning-Based Control Strategies for Soft Robots: Theory, Achievements, and Future Challenges",2023,"Cecilia Laschi, Thomas George Thuruthel, Fumiya Lida, Rochdi Merzouki, Egidio Falotico",IEEE Control Systems,https://doi.org/10.1109/mcs.2023.3253421,64,long horizon robot navigation mapping memory,learning,10.7629,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",learned representation or neural memory module.,human activity can be approximated as uniform noise in map cells | change probability is a property of places rather than of unobserved interventions that could have reached them | map memory can be trusted or discounted as a monotone function of elapsed time,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"In the last few decades, soft robotics technologies have challenged conventional approaches by introducing new, compliant bodies to the world of rigid robots. These technologies and systems may enable a wide range of applications, including human–robot interaction and dealing with complex environments. Soft bodies can adapt their shape to contact surfaces, distribute stress over a larger area, and increase the contact surface area, thus reducing impact forces."
992,no,no,no,https://openalex.org/W2043033286,Illumination Tolerance for Visual Navigation with the Holistic Min-Warping Method,2014,"Ralf Möller, Michael Horst, David Fleer",Robotics,https://doi.org/10.3390/robotics3010022,15,long horizon robot navigation mapping memory,dynamic | planning | vision,10.7541,Recognize places and recover localization despite visual appearance changes.,change handling or dynamic-object filtering; planner or policy over the represented map; visual place-recognition or appearance-invariant localization.,map changes are observed at the place where they matter for the plan | the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error,route-level cost of stale-map errors | physical traversability behind appearance drift,unobserved reachable changes invalidate an old shortcut | planner repeatedly commits to stale bottlenecks | visual relocalization succeeds while the path itself has changed,generic dynamic-environment handling,Tie memory distrust to unobserved physical opportunities for change and downstream route consequence.,Holistic visual navigation methods are an emerging alternative to the ubiquitous feature-based methods. Holistic methods match entire images pixel-wise instead of extracting and comparing local feature descriptors. In this paper we investigate which pixel-wise distance measures are most suitable for the holistic min-warping method with respect to illumination invariance. Two novel approaches are presented: tunable distance measures—weighted combinations of illumination-invariant and illumination
993,no,no,no,https://openalex.org/W4318572606,"Multifunctional ferromagnetic fiber robots for navigation, sensing, and treatment in minimally invasive surgery",2023,"Yujing Zhang, Xiaobo Wu, Ram Anand Vadlamani, Youngmin Lim, Jongwoon Kim, Kailee David, et al.",bioRxiv (Cold Spring Harbor Laboratory),https://doi.org/10.1101/2023.01.27.525973,4,long horizon robot navigation mapping memory,planning | active,10.7490,Choose sensing or exploration actions that improve map quality for navigation.,planner or policy over the represented map; information-gain driven sensing/exploration.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,sensing-before-acting baseline,Explain when old spatial memory should be distrusted during embodied operation.,"Small-scale robots capable of remote active steering and navigation offer great potential for biomedical applications. However, the current design and manufacturing procedure impede their miniaturization and integration of various diagnostic and therapeutic functionalities. Here, we present a robotic fiber platform for integrating navigation, sensing, and therapeutic functions at a submillimeter scale. These fiber robots consist of ferromagnetic, electrical, optical, and microfluidic components,"
994,no,no,no,https://openalex.org/W4365517024,A Review of Swarm Robotics in a NutShell,2023,"Muhammad Muzamal Shahzad, Zubair Saeed, Asima Akhtar, Hammad Munawar, Muhammad Haroon Yousaf, Naveed Khan Baloach, et al.",Drones,https://doi.org/10.3390/drones7040269,59,long term autonomy mobile robot navigation changing environments,active,10.7282,Choose sensing or exploration actions that improve map quality for navigation.,information-gain driven sensing/exploration.,a robot can repair stale beliefs only by revisiting the stale location | map memory can be trusted or discounted as a monotone function of elapsed time | environment changes are locally independent once the map cell or edge is represented,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,sensing-before-acting baseline,Explain when old spatial memory should be distrusted during embodied operation.,"A swarm of robots is the coordination of multiple robots that can perform a collective task and solve a problem more efficiently than a single robot. Over the last decade, this area of research has received significant interest from scientists due to its large field of applications in military or civil, including area exploration, target search and rescue, security and surveillance, agriculture, air defense, area coverage and real-time monitoring, providing wireless services, and delivery of goo"
995,no,no,no,https://openalex.org/W3048444210,"Passive, yet not inactive: robotic exoskeleton walking increases cortical activation dependent on task",2020,"Sue Peters, Shannon B. Lim, Dennis R. Louie, Chieh-ling Yang, Janice J. Eng",Journal of NeuroEngineering and Rehabilitation,https://doi.org/10.1186/s12984-020-00739-6,34,long horizon robot navigation mapping memory,planning | active | learning,10.6941,Choose sensing or exploration actions that improve map quality for navigation.,planner or policy over the represented map; information-gain driven sensing/exploration; learned representation or neural memory module.,topological connectivity changes are rare compared with metric pose drift | the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,sensing-before-acting baseline | learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"BACKGROUND: Experimental designs using surrogate gait-like movements, such as in functional magnetic resonance imaging (MRI), cannot fully capture the cortical activation associated with overground gait. Overground gait in a robotic exoskeleton may be an ideal tool to generate controlled sensorimotor stimulation of gait conditions like 'active' (i.e. user moves with the device) and 'passive' (i.e. user is moved by the device) gait. To truly understand these neural mechanisms, functional near-inf"
996,no,no,no,https://openalex.org/W2743723307,The Role of Trust in Human-Robot Interaction,2018,"Michael Lewis, Katia Sycara, Phillip Walker","Studies in systems, decision and control",https://doi.org/10.1007/978-3-319-64816-3_8,276,long term autonomy mobile robot navigation changing environments,memory,10.6925,Reuse prior spatial experience or map memory for later robot navigation.,robot map or navigation representation.,learned memory modules implicitly discover when to forget spatial facts | human activity can be approximated as uniform noise in map cells | change probability is a property of places rather than of unobserved interventions that could have reached them,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,"As robots become increasingly common in a wide variety of domains—from military and scientific applications to entertainment and home use—there is an increasing need to define and assess the trust humans have when interacting with robots. In human interaction with robots and automation, previous work has discovered that humans often have a tendency to either overuse automation, especially in cases of high workload, or underuse automation, both of which can make negative outcomes more likely. Frt"
997,no,no,no,https://openalex.org/W3138047676,"Robotics cyber security: vulnerabilities, attacks, countermeasures, and recommendations",2021,"Jean-Paul A. Yaacoub, Hassan Noura, Ola Salman, Ali Chehab",International Journal of Information Security,https://doi.org/10.1007/s10207-021-00545-8,286,dynamic SLAM mobile robots map change detection | long term autonomy mobile robot navigation changing environments,robotics,10.6579,"Contribute to robot navigation or mapping around: Robotics cyber security: vulnerabilities, attacks, countermeasures, and recommendations.",robot map or navigation representation.,map memory can be trusted or discounted as a monotone function of elapsed time | environment changes are locally independent once the map cell or edge is represented | change probability is a property of places rather than of unobserved interventions that could have reached them,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,
998,no,no,no,https://openalex.org/W1944595697,Mobile Robot Localization: A Review of Probabilistic Map-Based Techniques,2015,"Salvador M. Malagon-Soldara, Manuel Toledano‐Ayala, Genaro M. Soto-Zarazúa, Roberto V. Carrillo‐Serrano, Edgar A. Rivas-Araiza",IAES International Journal of Robotics and Automation (IJRA),https://doi.org/10.11591/ijra.v4i1.pp73-81,19,dynamic SLAM mobile robots map change detection,uncertainty | memory,10.6510,Reuse prior spatial experience or map memory for later robot navigation.,probabilistic belief or risk model.,all old observations of a map element should decay at the same rate | uncertainty is enough to decide when memory should be distrusted | the cost of being wrong is proportional to local reconstruction error,hazard model connecting uncertainty to physical change,high entropy in harmless regions distracts from low-entropy dangerous stale edges,uncertainty-aware navigation baseline,"Model when uncertainty should grow from causal exposure, not just observation age or posterior variance.","This work presents a comprehensive review of current probabilistic developments used to calculate position by mobile robots in indoor environments. In this calculation, best known as localization, it is necessary to develop most of the tasks delegated to the mobile robot. It is then crucial that the methods used for position calculations be as precise as possible, and accurately represent the location of the robot within a given environment. The research community has devoted a considerable amou"
999,no,no,no,https://openalex.org/W4392637492,Bioinspiration and biomimetics in marine robotics: a review on current applications and future trends,2024,"Amal Prakash, Arjun R Nair, H. Arunav, P R Rthuraj, V M Akhil, Charbel Tawk, et al.",Bioinspiration & Biomimetics,https://doi.org/10.1088/1748-3190/ad3265,47,long horizon robot navigation mapping memory,active,10.6312,Choose sensing or exploration actions that improve map quality for navigation.,information-gain driven sensing/exploration.,a robot can repair stale beliefs only by revisiting the stale location | map memory can be trusted or discounted as a monotone function of elapsed time | environment changes are locally independent once the map cell or edge is represented,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,sensing-before-acting baseline,Explain when old spatial memory should be distrusted during embodied operation.,"Over the past few years, the research community has witnessed a burgeoning interest in biomimetics, particularly within the marine sector. The study of biomimicry as a revolutionary remedy for numerous commercial and research-based marine businesses has been spurred by the difficulties presented by the harsh maritime environment. Biomimetic marine robots are at the forefront of this innovation by imitating various structures and behaviors of marine life and utilizing the evolutionary advantages"
1000,no,no,no,https://openalex.org/W4405992624,"Mobile Robots: Trajectory Analysis, Positioning and Control",2025,"J. Ernesto Solanes, Luis Gracia",Applied Sciences,https://doi.org/10.3390/app15010355,5,lifelong SLAM dynamic environments robot navigation,robotics,10.6282,"Contribute to robot navigation or mapping around: Mobile Robots: Trajectory Analysis, Positioning and Control.",robot map or navigation representation.,map memory can be trusted or discounted as a monotone function of elapsed time | environment changes are locally independent once the map cell or edge is represented | change probability is a property of places rather than of unobserved interventions that could have reached them,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,The rapid evolution of mobile robotics over the last decade has reshaped the landscape of technology and its applications in society [...]
1001,no,no,no,https://openalex.org/W2027653328,Robotics Middleware: A Comprehensive Literature Survey and Attribute-Based Bibliography,2012,"Ayssam Elkady, Tarek Sobh",Journal of Robotics,https://doi.org/10.1155/2012/959013,182,dynamic SLAM mobile robots map change detection,robotics,10.6125,Contribute to robot navigation or mapping around: Robotics Middleware: A Comprehensive Literature Survey and Attribute-Based Bibliography.,robot map or navigation representation.,topological connectivity changes are rare compared with metric pose drift | map memory can be trusted or discounted as a monotone function of elapsed time | environment changes are locally independent once the map cell or edge is represented,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,"Autonomous robots are complex systems that require the interaction between numerous heterogeneous components (software and hardware). Because of the increase in complexity of robotic applications and the diverse range of hardware, robotic middleware is designed to manage the complexity and heterogeneity of the hardware and applications, promote the integration of new technologies, simplify software design, hide the complexity of low-level communication and the sensor heterogeneity of the sensors"
1002,no,no,no,https://openalex.org/W4392848497,A review on machine learning in flexible surgical and interventional robots: Where we are and where we are going,2024,"Di Wu, Renchi Zhang, Ameya Pore, Diego Dall’Alba, Xuan Thao Ha, Zhen Li, et al.",Biomedical Signal Processing and Control,https://doi.org/10.1016/j.bspc.2024.106179,25,long horizon robot navigation mapping memory,planning | learning,10.5650,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",planner or policy over the represented map; learned representation or neural memory module.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"Minimally Invasive Procedures (MIPs) emerged as an alternative to more invasive surgical approaches, offering patient benefits such as smaller incisions, less pain, and shorter hospital stay. In one class of MIPs, where natural body lumens or small incisions are used to access deeper anatomical locations, Flexible Surgical and Interventional Robots (FSIRs) such as catheters and endoscopes are widely used. Due to their flexible and compliant nature, FSIRs can be inserted via natural orifices or s"
1003,no,no,no,https://openalex.org/W4386736782,Continual Robot Learning Using Self-Supervised Task Inference,2023,"Muhammad Burhan Hafez, Stefan Wermter",IEEE Transactions on Cognitive and Developmental Systems,https://doi.org/10.1109/tcds.2023.3315513,15,long horizon robot navigation mapping memory,semantic | memory | planning | learning,10.5541,Use semantic or object-level structure to support embodied navigation and map reasoning.,semantic/object-level map structure; planner or policy over the represented map; learned representation or neural memory module.,change probability is a property of places rather than of unobserved interventions that could have reached them | semantic labels are stable enough that geometry can be updated around them | human activity can be approximated as uniform noise in map cells,route-level cost of stale-map errors | object persistence and affordance dynamics,planner repeatedly commits to stale bottlenecks | semantic persistence masks moved obstacles or closed doors,learned memory/world-model framing,Use semantic activity affordances to predict which old map facts deserve distrust.,"Endowing robots with the human ability to learn a growing set of skills over the course of a lifetime as opposed to mastering single tasks is an open problem in robot learning. While multi-task learning approaches have been proposed to address this problem, they pay little attention to task inference. In order to continually learn new tasks, the robot first needs to infer the task at hand without requiring predefined task representations. In this paper, we propose a self-supervised task inferenc"
1004,no,no,no,https://openalex.org/W4200630135,Contrastive Instruction-Trajectory Learning for Vision-Language Navigation,2022,"Xiwen Liang, Fengda Zhu, Yi Zhu, Bingqian Lin, Bing Wang, Xiaodan Liang",Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v36i2.20050,15,long horizon robot navigation mapping memory,semantic | planning | learning,10.5541,Use semantic or object-level structure to support embodied navigation and map reasoning.,semantic/object-level map structure; planner or policy over the represented map; learned representation or neural memory module.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | semantic labels are stable enough that geometry can be updated around them,route-level cost of stale-map errors | object persistence and affordance dynamics,planner repeatedly commits to stale bottlenecks | semantic persistence masks moved obstacles or closed doors,learned memory/world-model framing,Use semantic activity affordances to predict which old map facts deserve distrust.,"The vision-language navigation (VLN) task requires an agent to reach a target with the guidance of natural language instruction. Previous works learn to navigate step-by-step following an instruction. However, these works may fail to discriminate the similarities and discrepancies across instruction-trajectory pairs and ignore the temporal continuity of sub-instructions. These problems hinder agents from learning distinctive vision-and-language representations, harming the robustness and general"
1005,no,no,no,https://openalex.org/W3048672457,An Introduction to Ethics in Robotics and AI,2020,"Christoph Bartneck, Christoph Lütge, Alan R. Wagner, Sean Welsh",SpringerBriefs in ethics,https://doi.org/10.1007/978-3-030-51110-4,209,long horizon robot navigation mapping memory | long term autonomy mobile robot navigation changing environments,robotics,10.5222,Contribute to robot navigation or mapping around: An Introduction to Ethics in Robotics and AI.,robot map or navigation representation.,human activity can be approximated as uniform noise in map cells | change probability is a property of places rather than of unobserved interventions that could have reached them | map memory can be trusted or discounted as a monotone function of elapsed time,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,"Briefs in Ethics envisions a series of short publications in areas such as business ethics, bioethics, science and engineering ethics, food and agricultural ethics, environmental ethics, human rights and the like. The intention is to present concise summaries of cutting-edge research and practical applications across a wide spectrum."
1006,no,no,no,https://openalex.org/W3101570653,"Mechanism, Actuation, Perception, and Control of Highly Dynamic Multilegged Robots: A Review",2020,"Jun He, Feng Gao",Chinese Journal of Mechanical Engineering,https://doi.org/10.1186/s10033-020-00485-9,107,dynamic SLAM mobile robots map change detection,dynamic,10.4834,"Contribute to robot navigation or mapping around: Mechanism, Actuation, Perception, and Control of Highly Dynamic Multilegged Robots: A Review.",change handling or dynamic-object filtering.,human activity can be approximated as uniform noise in map cells | change probability is a property of places rather than of unobserved interventions that could have reached them | negative evidence from not seeing an obstacle should be interpreted locally,deployment-time map dynamics,unobserved reachable changes invalidate an old shortcut,generic dynamic-environment handling,Explain when old spatial memory should be distrusted during embodied operation.,"Abstract Multilegged robots have the potential to serve as assistants for humans, replacing them in performing dangerous, dull, or unclean tasks. However, they are still far from being sufficiently versatile and robust for many applications. This paper addresses key points that might yield breakthroughs for highly dynamic multilegged robots with the abilities of running (or jumping and hopping) and self-balancing. First, 21 typical multilegged robots from the last five years are surveyed, and th"
1007,no,no,no,https://openalex.org/W2807476510,Point clouds by SLAM-based mobile mapping systems: accuracy and geometric content validation in multisensor survey and stand-alone acquisition,2018,"Giulia Sammartano, Antonia Teresa Spano",Applied Geomatics,https://doi.org/10.1007/s12518-018-0221-7,107,dynamic SLAM mobile robots map change detection,slam | memory,10.4834,Reuse prior spatial experience or map memory for later robot navigation.,SLAM/pose-graph or map-estimation machinery.,map update and route choice can be separated without losing optimality | all old observations of a map element should decay at the same rate | long-horizon navigation is limited mainly by localization drift,change process behind loop closures/map factors,locally consistent maps hide task-critical topology changes,map estimation and localization novelty,Separate pose/map estimation confidence from whether a stale spatial fact remains action-worthy.,"The paper provides some operative replies to evaluate the effectiveness and the critical issues of the simultaneous localisation and mapping (SLAM)-based mobile mapping system (MMS) called ZEB by GeoSLAM™ https://geoslam.com/technology/ . In these last years, this type of handheld 3D mapping technology has increasingly developed the framework of portable solutions for close-range mapping systems that have mainly been devoted to mapping the indoor building spaces of enclosed or underground enviro"
1008,no,no,no,https://openalex.org/W2344087428,Frontiers of robotic endoscopic capsules: a review,2016,"Gastone Ciuti, Renato Caliò, Domenico Camboni, Luca Neri, F. Bianchi, Alberto Arezzo, et al.",Journal of Micro-Bio Robotics,https://doi.org/10.1007/s12213-016-0087-x,166,long horizon robot navigation mapping memory,active,10.4727,Choose sensing or exploration actions that improve map quality for navigation.,information-gain driven sensing/exploration.,map memory can be trusted or discounted as a monotone function of elapsed time | a robot can repair stale beliefs only by revisiting the stale location | environment changes are locally independent once the map cell or edge is represented,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,sensing-before-acting baseline,Explain when old spatial memory should be distrusted during embodied operation.,"Digestive diseases are a major burden for society and healthcare systems, and with an aging population, the importance of their effective management will become critical. Healthcare systems worldwide already struggle to insure quality and affordability of healthcare delivery and this will be a significant challenge in the midterm future. Wireless capsule endoscopy (WCE), introduced in 2000 by Given Imaging Ltd., is an example of disruptive technology and represents an attractive alternative to t"
1009,no,no,no,https://openalex.org/W3017680021,Roving on Phobos: Challenges of the MMX Rover for Space Robotics,2019,"Jean Claude Bertrand, Simon Tardivel, Frans IJpelaan, Emile Remetean, Alex Torres, Stéphane Mary, et al.",elib (German Aerospace Center),https://openalex.org/W3017680021,12,long horizon robot navigation mapping memory,semantic | active,10.4639,Use semantic or object-level structure to support embodied navigation and map reasoning.,semantic/object-level map structure; information-gain driven sensing/exploration.,semantic labels are stable enough that geometry can be updated around them | change probability is a property of places rather than of unobserved interventions that could have reached them | a robot can repair stale beliefs only by revisiting the stale location,object persistence and affordance dynamics,semantic persistence masks moved obstacles or closed doors,sensing-before-acting baseline,Use semantic activity affordances to predict which old map facts deserve distrust.,"This paper presents a small rover for exploration mission dedicated to the moons of Mars, Phobos and Deimos. This project is a collaboration between JAXA for the mother spacecraft, and a cooperative contribution of CNES and DLR to provide a rover payload. This rover will be different in many aspects compared to the existing ones. It will have to drive in a very low gravity with only little power given by the solar arrays. It will also need autonomy in order to achieve a consequent distance durin"
1010,no,no,no,https://openalex.org/W3145271408,Facial Emotion Recognition from an Unmanned Flying Social Robot for Home Care of Dependent People,2021,"Anselmo Martínez, Lidia M. Belmonte, Arturo S. García, Antonio Fernández‐Caballero, Rafael Morales",Electronics,https://doi.org/10.3390/electronics10070868,19,long horizon robot navigation mapping memory,vision | learning,10.4510,Recognize places and recover localization despite visual appearance changes.,visual place-recognition or appearance-invariant localization; learned representation or neural memory module.,learned memory modules implicitly discover when to forget spatial facts | appearance drift is the main source of long-term navigation failure | map memory can be trusted or discounted as a monotone function of elapsed time,physical traversability behind appearance drift,visual relocalization succeeds while the path itself has changed,learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"This work is part of an ongoing research project to develop an unmanned flying social robot to monitor dependants at home in order to detect the person’s state and bring the necessary assistance. In this sense, this paper focuses on the description of a virtual reality (VR) simulation platform for the monitoring process of an avatar in a virtual home by a rotatory-wing autonomous unmanned aerial vehicle (UAV). This platform is based on a distributed architecture composed of three modules communi"
1011,no,no,no,https://openalex.org/W2791186321,Laser map aided visual inertial localization in changing environment,2018,"Xiaqing Ding, Yue Wang, Dongxuan Li, Li Tang, Huan Yin, Rong Xiong",arXiv (Cornell University),https://doi.org/10.48550/arxiv.1803.01104,5,lifelong SLAM dynamic environments robot navigation,slam | dynamic | memory | vision,10.4282,Maintain localization and maps when the robot's environment changes over long deployments.,SLAM/pose-graph or map-estimation machinery; change handling or dynamic-object filtering; visual place-recognition or appearance-invariant localization.,long-horizon navigation is limited mainly by localization drift | dynamic objects are nuisance measurements to remove from a static map | all old observations of a map element should decay at the same rate,change process behind loop closures/map factors | physical traversability behind appearance drift,unobserved reachable changes invalidate an old shortcut | locally consistent maps hide task-critical topology changes | visual relocalization succeeds while the path itself has changed,map estimation and localization novelty | generic dynamic-environment handling,Separate pose/map estimation confidence from whether a stale spatial fact remains action-worthy.,"Long-term visual localization in outdoor environment is a challenging problem, especially faced with the cross-seasonal, bi-directional tasks and changing environment. In this paper we propose a novel visual inertial localization framework that localizes against the LiDAR-built map. Based on the geometry information of the laser map, a hybrid bundle adjustment framework is proposed, which estimates the poses of the cameras with respect to the prior laser map as well as optimizes the state variab"
1012,no,no,no,https://openalex.org/W4390816140,Enabling Technologies for the Navigation and Communication of UAS Operating in the Context of BVLOS,2024,"Elena Politi, Patrick Purucker, Morten Larsen, Ricardo Reis, Raj Thilak Rajan, Sérgio Penna, et al.",Electronics,https://doi.org/10.3390/electronics13020340,17,long horizon robot navigation mapping memory,uncertainty | planning | vision,10.4053,"Plan robot motion when the map, state, or traversability model is uncertain.",probabilistic belief or risk model; planner or policy over the represented map; visual place-recognition or appearance-invariant localization.,the cost of being wrong is proportional to local reconstruction error | the same trust policy is appropriate for exploratory detours and mission-critical route edges | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors | hazard model connecting uncertainty to physical change | physical traversability behind appearance drift,high entropy in harmless regions distracts from low-entropy dangerous stale edges | planner repeatedly commits to stale bottlenecks | visual relocalization succeeds while the path itself has changed,uncertainty-aware navigation baseline,"Model when uncertainty should grow from causal exposure, not just observation age or posterior variance.","Unmanned Aerial Systems (UAS) have rapidly gained attraction in recent years as a promising solution to revolutionize numerous applications and meet the growing demand for efficient and timely delivery services due to their highly automated operation framework. Beyond Visual Line of Sight (BVLOS) operations, in particular, offer new means of delivering added-value services via a wide range of applications. This ""plateau of productivity"" holds enormous promise, but it is challenging to equip the"
1013,no,no,no,https://openalex.org/W4367627475,"Robots for Elderly Care: Review, Multi-Criteria Optimization Model and Qualitative Case Study",2023,"Bartosz Sawik, Sławomir Tobis, Ewa Baum, Aleksandra Suwalska, Sylwia Kropińska, Katarzyna Stachnik, et al.",Healthcare,https://doi.org/10.3390/healthcare11091286,87,long term autonomy mobile robot navigation changing environments,dynamic,10.3945,"Contribute to robot navigation or mapping around: Robots for Elderly Care: Review, Multi-Criteria Optimization Model and Qualitative Case Study.",change handling or dynamic-object filtering.,the robot's own unobserved absence does not create information about likely map changes | negative evidence from not seeing an obstacle should be interpreted locally | map memory can be trusted or discounted as a monotone function of elapsed time,deployment-time map dynamics,unobserved reachable changes invalidate an old shortcut,generic dynamic-environment handling,Explain when old spatial memory should be distrusted during embodied operation.,"This paper focuses on three areas: the first is a review of current knowledge about social and service robots for elderly care. The second is an optimization conceptual model aimed at maximizing the efficiency of assigning robots to serve the elderly. The proposed multi-criteria optimization model is the first one proposed in the area of optimization for robot assignment for the elderly with robot utilization level and caregiver stress level. The third is the findings of studies on the needs, re"
1014,no,no,no,https://openalex.org/W1931613578,Featureless Visual Processing for SLAM in Changing Outdoor Environments,2013,"Michael Milford, Ashley George",Springer tracts in advanced robotics,https://doi.org/10.1007/978-3-642-40686-7_38,15,lifelong SLAM dynamic environments robot navigation,slam | dynamic | vision,10.3541,Maintain localization and maps when the robot's environment changes over long deployments.,SLAM/pose-graph or map-estimation machinery; change handling or dynamic-object filtering; visual place-recognition or appearance-invariant localization.,dynamic objects are nuisance measurements to remove from a static map | negative evidence from not seeing an obstacle should be interpreted locally | map update and route choice can be separated without losing optimality,change process behind loop closures/map factors | physical traversability behind appearance drift,unobserved reachable changes invalidate an old shortcut | locally consistent maps hide task-critical topology changes | visual relocalization succeeds while the path itself has changed,map estimation and localization novelty | generic dynamic-environment handling,Separate pose/map estimation confidence from whether a stale spatial fact remains action-worthy.,
